name,id,release_date,artists,total_tracks,t_name0,t_name1,t_name2,t_dur0,t_dur1,t_dur2,t_dance0,t_dance1,t_dance2,t_energy0,t_energy1,t_energy2,t_key0,t_key1,t_key2,t_mode0,t_mode1,t_mode2,t_speech0,t_speech1,t_speech2,t_acous0,t_acous1,t_acous2,t_ins0,t_ins1,t_ins2,t_live0,t_live1,t_live2,t_val0,t_val1,t_val2,t_tempo0,t_tempo1,t_tempo2,t_sig0,t_sig1,t_sig2,popularity
Ulster's Orange Anthems,39726,2017-01-01,"Various Artists, ",31,Our Director,The Sash,Lily-O,214600,182426.0,122213.0,0.887,0.632,0.63,0.5329999999999999,0.5489999999999999,0.552,0.0,7.0,10.0,1.0,1.0,1.0,0.0872,0.0278,0.0259,0.284,0.141,0.433,0.00251,0.00219,0.0,0.0545,0.18600000000000005,0.214,0.743,0.932,0.931,115.917,110.084,109.332,4.0,4.0,4.0,14
Ultu Ulla,76841,2017-07-28,"Rings of Saturn, ",10,Servant of This Sentience,Parallel Shift,Unhallowed,256562,229468.0,61000.0,0.487,0.596,0.68,0.968,0.906,0.491,1.0,1.0,5.0,1.0,1.0,1.0,0.0818,0.0802,0.0383,5.42e-06,1.84e-05,0.912,0.982,0.879,0.615,0.22,0.202,0.14400000000000002,0.196,0.252,0.892,129.94,129.942,119.975,4.0,4.0,4.0,44
Ulysses Dies at Dawn,4394,2013-07-16,"The Mechanisms, ",20,'The City',Broken Horses,'Olympians',128853,353973.0,171800.0,0.606,0.341,0.617,0.397,0.544,0.194,6.0,6.0,2.0,0.0,0.0,1.0,0.762,0.229,0.638,0.0972,0.0107,0.021,0.0,0.0,0.0,0.228,0.487,0.227,0.7979999999999999,0.373,0.476,66.031,54.952,73.656,4.0,3.0,3.0,35
"Uma História Escrita pelo Dedo de Deus, Vol. 1 (Ao Vivo)",114535,2015,"Thalles Roberto, ",11,Escrita pelo Dedo de Deus - Ao Vivo,Deus da Minha Vida - Ao Vivo,Me Faz Viver - Ao Vivo,524159,327626.0,254653.0,0.391,0.5489999999999999,0.631,0.555,0.8959999999999999,0.905,7.0,10.0,0.0,1.0,1.0,1.0,0.0616,0.0929,0.162,0.225,0.0105,0.07,0.0,0.000114,3.79e-06,0.899,0.309,0.8909999999999999,0.115,0.334,0.439,119.835,102.994,119.86,4.0,4.0,4.0,57
Umshunqo,143875,2018-10-19,"Dladla Mshunqisi, ",13,Thutha,Isandla,Amalukuluku,323520,260952.0,320000.0,0.816,0.912,0.8490000000000001,0.912,0.894,0.893,9.0,1.0,2.0,0.0,1.0,1.0,0.0488,0.125,0.0461,0.0218,0.00975,0.00607,0.472,0.00107,0.319,0.0412,0.0545,0.0862,0.89,0.825,0.557,125.014,126.06,126.028,4.0,4.0,4.0,28
Umsindo,153565,2020-10-02,"Blowing My Own Trumpet, ",10,Umsindo,Calling Me Home,Son of the Soil,239250,228216.0,272017.0,0.542,0.387,0.5529999999999999,0.451,0.532,0.383,5.0,2.0,5.0,1.0,1.0,1.0,0.0448,0.0284,0.0704,0.7440000000000001,0.8109999999999999,0.884,4.650000000000001e-05,2.4100000000000006e-05,0.000126,0.218,0.184,0.0859,0.407,0.685,0.42,121.785,129.168,125.537,4.0,4.0,4.0,23
Un Azteca en el Azteca (En Vivo),21262,2016-09-02,"Vicente Fernández, ",36,No Me Sé Rajar - En Vivo [Un Azteca en el Azteca],Que Te Vaya Bonito - En Vivo [Un Azteca en el Azteca],Me Voy a Quitar de en Medio - En Vivo [Un Azteca en el Azteca],129000,186346.0,182906.0,0.527,0.338,0.359,0.774,0.493,0.5660000000000001,5.0,2.0,2.0,1.0,1.0,1.0,0.0612,0.0324,0.0355,0.358,0.588,0.573,0.000127,2.02e-05,5.38e-06,0.962,0.924,0.696,0.787,0.466,0.425,123.789,132.717,139.81,4.0,3.0,4.0,58
Un Millón de Amigos,109467,2016-03-03,"Hnos. Vega, ",13,Un Millón de Amigos,El Campirano,Tu Mala Entraña,234292,202866.0,216006.0,0.764,0.75,0.797,0.6,0.8740000000000001,0.828,10.0,7.0,8.0,1.0,1.0,1.0,0.037000000000000005,0.0517,0.0472,0.309,0.289,0.246,0.0,2.79e-06,0.000371,0.307,0.0355,0.0766,0.93,0.974,0.8959999999999999,115.372,96.282,117.67,4.0,3.0,4.0,33
Una Lluvia De Rosas,32719,1999-01-01,"Los Ángeles Azules, ",10,El Listón De Tu Pelo,Amigos Nada Más,El Mar Caribe,216106,210040.0,222306.0,0.695,0.659,0.7090000000000001,0.4320000000000001,0.3720000000000001,0.603,11.0,0.0,9.0,0.0,1.0,0.0,0.0479,0.0476,0.0402,0.312,0.604,0.506,0.0,0.0,3.67e-06,0.29600000000000004,0.0862,0.0873,0.765,0.695,0.617,81.109,82.12299999999998,96.623,4.0,4.0,4.0,64
Una Mattina,79723,2004-01-01,"Ludovico Einaudi, ",13,Una Mattina,Ora,Resta Con Me,203800,473493.0,295760.0,0.231,0.225,0.33,0.0297,0.124,0.0295,2.0,10.0,3.0,1.0,1.0,1.0,0.0579,0.0544,0.0419,0.991,0.965,0.961,0.878,0.905,0.918,0.0742,0.0937,0.122,0.07,0.0479,0.0547,131.41299999999998,132.85299999999998,136.561,4.0,4.0,3.0,67
Uncut Gems - Original Motion Picture Soundtrack,3200,2019-12-13,"Daniel Lopatin, ",17,The Ballad Of Howie Bling,Pure Elation,Followed,506146,61880.0,92586.0,0.25,0.35100000000000003,0.27,0.238,0.135,0.183,5.0,5.0,5.0,1.0,1.0,0.0,0.0331,0.0427,0.0425,0.23,0.947,0.518,0.7509999999999999,0.8290000000000001,0.455,0.196,0.247,0.132,0.0372,0.114,0.073,112.088,64.768,82.90799999999999,4.0,4.0,1.0,35
Unda Da County,11739,2005-06-06,"Udc, ",14,Block on Lockdown,Unda Da County,Ice Cream Man,168611,196647.0,249031.0,0.764,0.6709999999999999,0.726,0.941,0.972,0.6970000000000001,1.0,4.0,0.0,1.0,0.0,1.0,0.129,0.293,0.14800000000000002,0.0651,0.0769,0.0433,0.000591,0.0,0.431,0.32,0.32299999999999995,0.38,0.613,0.484,0.852,85.639,89.48200000000001,177.87,4.0,4.0,4.0,7
Under Cover,141110,2005-11-01,"Ozzy Osbourne, ",13,Rocky Mountain Way,In My Life,Mississippi Queen,272546,210386.0,251400.0,0.279,0.386,0.528,0.551,0.385,0.935,2.0,6.0,7.0,1.0,1.0,1.0,0.0486,0.0291,0.0785,0.00706,0.114,0.0507,5.05e-05,0.0,0.00029,0.454,0.106,0.07200000000000001,0.379,0.246,0.544,86.992,140.069,130.025,4.0,4.0,4.0,40
Under the Covers,53257,2016-03-04,"Ninja Sex Party, ",12,Take on Me,Everybody Wants to Rule the World,Subdivisions,238792,253647.0,327546.0,0.535,0.279,0.5670000000000001,0.5760000000000001,0.604,0.8290000000000001,9.0,2.0,11.0,1.0,1.0,0.0,0.033,0.0391,0.0318,0.000441,0.0109,1.5399999999999998e-05,0.000173,3.61e-06,0.0865,0.0567,0.0735,0.13699999999999998,0.809,0.484,0.6659999999999999,168.97400000000005,167.766,133.97799999999998,4.0,3.0,3.0,47
UnderDawg,125640,2021-08-02,"HgJah, ",9,No Hook,Allat Talkin,Micheal Myers,197880,175008.0,196835.0,0.657,0.631,0.672,0.88,0.923,0.785,1.0,5.0,1.0,0.0,1.0,1.0,0.104,0.189,0.0719,0.0144,0.00967,0.00274,0.0,0.0,5.870000000000001e-05,0.863,0.349,0.122,0.404,0.522,0.103,145.983,159.009,145.97,4.0,4.0,4.0,4
Undiscovered,70680,2019-06-21,"Euan Ellis, ",5,Mirage,Driftwood,The Cabin in the Snow,384000,284000.0,220000.0,0.5479999999999999,0.471,0.108,0.541,0.765,0.237,4.0,5.0,2.0,0.0,1.0,1.0,0.0385,0.0416,0.0327,0.195,0.0329,0.942,0.8809999999999999,0.912,0.838,0.07200000000000001,0.306,0.205,0.0399,0.0917,0.0374,89.988,89.98899999999998,90.975,4.0,4.0,4.0,21
Unfinished,118570,2021-04-02,"nthng, ",17,Unfinished,Son,Subnautica,249729,222070.0,329830.0,0.187,0.328,0.504,0.179,0.15,0.476,9.0,0.0,10.0,0.0,0.0,1.0,0.0405,0.135,0.033,0.78,0.378,0.6970000000000001,0.867,0.139,0.885,0.335,0.115,0.0983,0.0366,0.0377,0.0846,64.49600000000001,79.631,132.939,3.0,3.0,4.0,31
Unfinished Business (Deluxe),5810,2016-11-04,"Nathan Sykes, ",16,Good Things Come To Those Who Wait,Kiss Me Quick,Money,218426,187706.0,198440.0,0.341,0.5,0.8190000000000001,0.6509999999999999,0.7440000000000001,0.588,6.0,0.0,5.0,1.0,1.0,1.0,0.12,0.307,0.0579,0.138,0.147,0.0218,0.0,0.0,3.37e-06,0.324,0.171,0.139,0.659,0.799,0.706,83.264,181.912,132.042,3.0,4.0,4.0,47
Universal,37947,1993-12-06,"K-Klass, ",11,1 2 3,I Can Take Some More,Rhythm Is a Mystery - Non-Stop Edit,333666,381000.0,354000.0,0.5770000000000001,0.7,0.684,0.926,0.932,0.797,0.0,5.0,10.0,1.0,1.0,0.0,0.0423,0.0444,0.0357,0.105,0.0398,0.00281,0.907,0.408,0.528,0.313,0.287,0.0813,0.568,0.532,0.379,125.064,123.027,121.094,4.0,4.0,4.0,33
Unknown,151676,2019-07-03,"Young Fanatic, ",6,They Can't Tell Me Shit,Old West,Underpressure,185056,161474.0,213964.0,0.8490000000000001,0.922,0.815,0.7909999999999999,0.8029999999999999,0.695,5.0,5.0,1.0,1.0,1.0,0.0,0.182,0.227,0.317,0.659,0.426,0.613,0.0,0.0,7.900000000000001e-05,0.18600000000000005,0.127,0.193,0.8859999999999999,0.472,0.8390000000000001,93.982,120.052,163.025,4.0,4.0,4.0,47
Unoverse 2,73833,2021-05-28,"UnoTheActivist, ",10,Jimmy Fallon,Don't Panic,On The Moon,102181,134635.0,135642.0,0.6970000000000001,0.8140000000000001,0.623,0.574,0.41,0.495,8.0,1.0,1.0,0.0,0.0,1.0,0.376,0.334,0.14300000000000002,0.00912,0.00546,0.000375,0.0,0.0,2.06e-06,0.124,0.0728,0.12,0.423,0.55,0.222,159.722,138.976,82.72,4.0,4.0,4.0,45
Unplugged (Deluxe Edition),131808,1992-08-25,"Eric Clapton, ",20,"Signe - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",Before You Accuse Me - 2013 Remaster,"Hey Hey - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",209413,239053.0,226373.0,0.637,0.491,0.5329999999999999,0.565,0.449,0.527,9.0,2.0,1.0,1.0,1.0,0.0,0.0794,0.198,0.145,0.374,0.674,0.644,0.8,0.000686,0.225,0.955,0.813,0.405,0.797,0.7190000000000001,0.6890000000000001,88.52,98.685,159.377,4.0,4.0,4.0,67
Unpop,112541,2008-11-11,"Yximalloo, ",24,Peter Is Back,Linie Voezo,"Lav, Sucess and Helth",139786,375853.0,209626.0,0.7040000000000001,0.851,0.917,0.175,0.457,0.392,9.0,1.0,4.0,1.0,1.0,0.0,0.443,0.45,0.319,0.435,0.35,0.0006490000000000001,0.0,0.345,0.0,0.478,0.0956,0.123,0.35200000000000004,0.265,0.353,135.431,132.311,119.991,4.0,3.0,5.0,1
Untamed Nights,56781,2019-03-01,"PLM, ",17,Motivate,Up Now,Too Real,220473,162142.0,255973.0,0.677,0.631,0.816,0.522,0.638,0.541,1.0,4.0,7.0,1.0,0.0,0.0,0.0562,0.158,0.04,0.214,0.0191,0.303,1.8e-06,0.000109,0.0,0.111,0.165,0.0899,0.359,0.0902,0.301,140.006,161.03,129.983,4.0,4.0,4.0,18
Until We Have Faces,72741,2011-02-01,"Red, ",11,Feed The Machine,Faceless,Lie To Me (Denial),310920,203520.0,254666.0,0.116,0.293,0.35200000000000004,0.948,0.904,0.909,9.0,11.0,2.0,1.0,0.0,0.0,0.359,0.0736,0.0957,0.00055,1.92e-05,0.000438,0.154,0.0,1.1e-05,0.469,0.103,0.219,0.0396,0.294,0.261,172.05200000000005,172.168,157.898,4.0,4.0,4.0,54
Unveiled Hope,15156,1997,"Michael Card, ",13,Prelude,The Unveiling,To The Overcomers,175426,225666.0,235866.0,0.242,0.6609999999999999,0.71,0.522,0.319,0.563,7.0,9.0,1.0,1.0,0.0,0.0,0.0437,0.0277,0.101,0.23,0.5589999999999999,0.411,0.44,0.0,5.83e-06,0.126,0.16399999999999998,0.0785,0.0393,0.24,0.504,43.764,133.089,93.996,3.0,4.0,4.0,18
Up (Original Motion Picture Soundtrack),61539,2009-01-01,"Michael Giacchino, ",26,Up With Titles,We're In the Club Now,Married Life,52946,43493.0,250573.0,0.268,0.471,0.278,0.28,0.0205,0.0675,3.0,0.0,0.0,1.0,1.0,1.0,0.0435,0.0402,0.04,0.659,0.977,0.97,0.941,0.945,0.732,0.17800000000000002,0.0832,0.0812,0.721,0.258,0.112,200.726,95.794,82.626,4.0,3.0,3.0,59
Upfront Money,6848,2021-02-05,"Trizz, Money Montage, ",8,Set It Off,Defense,Drive Fast (feat. Cal-E-Clipz),185263,196153.0,177422.0,0.6409999999999999,0.693,0.738,0.693,0.665,0.628,11.0,10.0,1.0,0.0,0.0,1.0,0.21,0.252,0.22,0.254,0.149,0.0202,0.0,5.15e-06,2.45e-05,0.151,0.181,0.297,0.131,0.504,0.5539999999999999,113.993,103.753,99.883,4.0,4.0,4.0,10
Upitaj Se...,54481,2015,"B - one 87, ",20,Intro,Bolna Praznina,Ides Dalje,115840,211453.0,203480.0,0.5,0.59,0.603,0.8759999999999999,0.7020000000000001,0.634,11.0,0.0,1.0,0.0,1.0,1.0,0.268,0.153,0.385,0.103,0.145,0.256,0.0,0.0,0.0,0.337,0.0888,0.108,0.603,0.359,0.276,92.856,81.779,170.015,4.0,4.0,4.0,14
UploadED,105999,2018-09-27,"Eddy I., ",15,Intro to the Intro,Wavs,Unapologetic,74471,231428.0,207972.0,0.647,0.575,0.89,0.382,0.809,0.563,11.0,6.0,11.0,0.0,1.0,0.0,0.909,0.193,0.26,0.39,0.0534,0.187,0.0,3.3600000000000004e-05,1.67e-06,0.405,0.128,0.105,0.513,0.383,0.28300000000000003,128.114,140.015,147.969,4.0,3.0,4.0,24
Uprise 2,16755,2021-05-21,"Burden, ",12,Ain't Posed To,Riot For Me,Big Dreams,171520,192048.0,200176.0,0.63,0.599,0.62,0.831,0.725,0.583,11.0,10.0,1.0,0.0,0.0,0.0,0.409,0.39,0.345,0.252,0.17,0.0881,0.0,0.0,0.0,0.113,0.122,0.0806,0.301,0.524,0.471,134.774,169.81099999999995,141.901,4.0,4.0,4.0,40
Upside Down Magic,35346,2021-04-10,"LaudineOffrédic, ",10,Deep Thoughts,Magical Love,Constellation,149426,125890.0,109345.0,0.396,0.146,0.247,0.0702,0.0278,0.126,4.0,0.0,11.0,0.0,1.0,0.0,0.0372,0.0444,0.0381,0.913,0.7709999999999999,0.928,0.902,0.945,0.992,0.0978,0.112,0.12,0.0399,0.0397,0.0372,105.936,78.913,61.24,4.0,1.0,4.0,55
Urban Hymns (Deluxe / Remastered 2016),32070,1997-09-29,"The Verve, ",27,Bitter Sweet Symphony,Sonnet,The Rolling People,357266,261360.0,421893.0,0.35600000000000004,0.433,0.195,0.917,0.725,0.937,9.0,0.0,7.0,1.0,1.0,1.0,0.0479,0.0244,0.0927,0.0335,0.12,0.0204,0.0,4.34e-05,0.000875,0.406,0.225,0.35600000000000004,0.518,0.376,0.436,171.176,89.059,164.739,4.0,4.0,4.0,60
Urinal St. Station,35226,2013,"The Yellow River Boys, ",10,Hot Piss,Honky Tonk Piss Club,Slurp It Up,180160,186453.0,229026.0,0.807,0.7240000000000001,0.324,0.764,0.879,0.609,9.0,7.0,2.0,1.0,1.0,1.0,0.0411,0.0356,0.0291,0.168,0.0798,0.277,0.00123,0.00306,0.000752,0.0397,0.0702,0.342,0.895,0.951,0.488,114.905,136.053,85.26700000000002,4.0,4.0,4.0,23
Use Your Illusion II,4249,1991-09-18,"Guns N' Roses, ",14,Civil War,14 Years,Yesterdays,462093,261373.0,196226.0,0.336,0.41,0.363,0.787,0.929,0.8490000000000001,10.0,6.0,6.0,0.0,1.0,1.0,0.0732,0.0354,0.0554,0.0793,0.0273,0.0666,0.0648,0.0013,0.00517,0.32,0.12,0.306,0.383,0.5539999999999999,0.429,140.003,138.46200000000002,170.627,4.0,4.0,4.0,72
Usjesöök,151331,2019-10-18,"Micky Brühl Band, ",14,Ein Hoch auf die Liebe,Jonn em Veedel ovends de Lampe ahn,Ich will mein Herz an Dich verschenken,213315,201581.0,230264.0,0.6579999999999999,0.6709999999999999,0.708,0.906,0.861,0.964,1.0,9.0,2.0,0.0,1.0,0.0,0.0319,0.0695,0.0324,0.287,0.342,0.0917,0.0,0.0,8.44e-06,0.293,0.0869,0.328,0.741,0.919,0.943,132.069,186.045,124.99,4.0,4.0,4.0,18
Uwa Ngbede Ka Mma,36144,2009-03-16,"Gentleman Mike Ejeagha, ",4,Uwa Ngbede Ka Mma,Atualu Omalu,Ife Nji M' Ogi,539786,560880.0,581960.0,0.6779999999999999,0.674,0.621,0.514,0.514,0.49,1.0,9.0,1.0,1.0,0.0,1.0,0.0894,0.0842,0.0617,0.368,0.588,0.305,0.0011,0.0235,0.0446,0.535,0.43,0.312,0.5589999999999999,0.679,0.5770000000000001,94.311,123.321,135.1,3.0,4.0,4.0,13
Uyang' Testa,79527,2020-04-17,"Daliwonga, ",9,Tester (feat. King Monada),Sikelela,Moya (feat. Aymos),390772,322794.0,391758.0,0.847,0.8340000000000001,0.768,0.747,0.6679999999999999,0.519,7.0,10.0,1.0,0.0,0.0,0.0,0.0481,0.0624,0.0594,0.204,0.00798,0.0381,0.0452,0.127,0.000923,0.0295,0.0276,0.0466,0.425,0.7859999999999999,0.453,113.009,113.0,113.019,4.0,4.0,4.0,35
Uykusuza Masallar,20185,2008-10-03,"Feridun Düzağaç, ",12,Çok Geç,Beni Bırakma,Yeniköy,259253,294040.0,272226.0,0.59,0.705,0.529,0.831,0.493,0.647,4.0,3.0,2.0,0.0,0.0,0.0,0.0323,0.028,0.0277,0.391,0.7040000000000001,0.219,0.204,0.000319,0.000168,0.139,0.122,0.153,0.939,0.38,0.238,152.031,127.97,74.987,4.0,4.0,4.0,44
Uçsaydım,25849,2020-03-23,"VAGON, ",3,Uçsaydım*,Ayrılacaksınız,Gittim bu*,280000,124000.0,168000.0,0.772,0.481,0.5529999999999999,0.512,0.17600000000000002,0.131,2.0,9.0,4.0,0.0,0.0,0.0,0.0359,0.108,0.0649,0.104,0.949,0.963,0.0623,0.00202,0.84,0.0786,0.389,0.125,0.518,0.285,0.114,119.986,90.799,121.908,4.0,4.0,4.0,9
Uçsuz Bucaksız,146671,2019-10-30,"Eflatun, ",3,En Güzel Ben Sevdim,Uçsuz Bucaksız,Yağdır Mevlam Su,264000,238235.0,286000.0,0.716,0.723,0.598,0.645,0.775,0.46,2.0,9.0,4.0,0.0,0.0,0.0,0.0278,0.0578,0.0259,0.37,0.31,0.482,0.000817,8.65e-06,0.00318,0.131,0.068,0.303,0.525,0.6609999999999999,0.197,100.006,101.917,120.043,4.0,4.0,3.0,30
Užribis,28025,2020-04-04,"Luctus, ",9,Gilyn,Sušiurpintas Ano Pasaulio Nuostabos,Kas Tu Esi?,127857,309721.0,426907.0,0.175,0.363,0.11,0.268,0.975,0.963,4.0,4.0,1.0,0.0,0.0,1.0,0.0936,0.0902,0.112,0.428,0.00011,0.000171,0.99,0.11,0.29,0.906,0.233,0.363,0.0281,0.039,0.0462,98.7,155.079,175.113,5.0,4.0,4.0,6
V.C.U.D (Vai Chegar um Dia),155659,2018-07-02,"Dice, ",4,Jovem Abençoado,Nasci para Brilhar,Mas Bem Bem,283913,224718.0,231998.0,0.5579999999999999,0.7440000000000001,0.846,0.5920000000000001,0.736,0.7909999999999999,9.0,1.0,8.0,1.0,1.0,1.0,0.304,0.256,0.101,0.733,0.0589,0.0505,1.41e-06,0.0,0.0,0.14800000000000002,0.322,0.268,0.17800000000000002,0.421,0.544,115.095,140.003,111.045,4.0,4.0,4.0,1
V.S.O.P. The Quintet (Live),15217,1977-11-22,"The V.S.O.P. Quintet, ",8,One of a Kind - Live,Third Plane - Live,Jessica - Live,555346,446826.0,423133.0,0.443,0.371,0.404,0.753,0.672,0.118,7.0,5.0,0.0,0.0,1.0,0.0,0.0665,0.156,0.0323,0.363,0.5660000000000001,0.877,0.00722,0.00918,0.8809999999999999,0.748,0.777,0.7440000000000001,0.518,0.594,0.0434,110.572,83.95200000000001,100.353,3.0,4.0,3.0,8
VCR & Chill,8082,2016-06-03,"The Jepettos, ",4,Stay Here Tonight,Stereo,Inch,244342,186500.0,231674.0,0.5539999999999999,0.575,0.361,0.363,0.465,0.595,9.0,4.0,5.0,0.0,1.0,1.0,0.0249,0.027000000000000003,0.0376,0.8240000000000001,0.56,0.317,0.000405,0.00284,0.0,0.0951,0.259,0.318,0.35600000000000004,0.436,0.264,82.51,84.976,122.832,4.0,4.0,4.0,14
VDB23 / Nulla è andato perso,70034,2015-01-13,"Gianni Maroccolo, Claudio Rocchi, ",9,VDB23,Torna con me,Nulla è andato perso,659560,412066.0,412960.0,0.45,0.471,0.35700000000000004,0.736,0.71,0.774,6.0,2.0,1.0,1.0,1.0,1.0,0.0438,0.0351,0.0711,0.0172,0.355,0.327,0.0308,7.829999999999999e-05,0.374,0.133,0.207,0.117,0.184,0.108,0.129,140.015,133.988,122.477,4.0,4.0,4.0,3
VERY IMPORTANT PERSONS,78654,2013-08-21,"XKHALIVAS, ",13,V.I.P,STUPIDEST,IN UR AREA,198408,220205.0,266593.0,0.436,0.607,0.7240000000000001,0.895,0.949,0.8170000000000001,1.0,6.0,4.0,0.0,0.0,1.0,0.299,0.304,0.348,0.157,0.0365,0.005529999999999999,0.0,0.0,0.0,0.146,0.287,0.171,0.58,0.7559999999999999,0.602,98.031,107.021,77.456,4.0,4.0,4.0,12
VHR Music (Live Sessions),28399,2020-05-27,"Zaaz de Víctor Hugo Ruiz, ",10,Compadre Osmel - Live,El Jalao - Live,Muñequita - Live,213240,264480.0,194711.0,0.416,0.691,0.657,0.6709999999999999,0.625,0.63,9.0,9.0,5.0,1.0,1.0,1.0,0.0862,0.0617,0.0442,0.635,0.256,0.491,9.37e-05,0.0034,0.00035,0.394,0.505,0.173,0.8809999999999999,0.762,0.76,199.686,91.43,95.031,4.0,4.0,4.0,17
VHX - Single,143538,2017-05-24,"Khen Satoshie, ",3,Your Angel - Clash Mix,All the Time - Royale Steam,Cross Tones - Mono Tone,152666,161146.0,131459.0,0.647,0.6829999999999999,0.634,0.7120000000000001,0.653,0.616,1.0,2.0,1.0,0.0,1.0,1.0,0.113,0.0441,0.0511,0.00282,0.412,0.0068,0.835,0.272,0.893,0.113,0.152,0.101,0.515,0.851,0.588,90.121,159.998,89.99600000000002,4.0,4.0,4.0,8
VIII - Nachtblume,138124,2018-03-09,"Qntal, ",12,Nachtblume,Die finstere Nacht,Music on the Waters,260372,274353.0,243284.0,0.586,0.635,0.263,0.523,0.853,0.625,0.0,2.0,0.0,1.0,0.0,0.0,0.0315,0.0308,0.0527,0.0132,0.00292,0.0659,0.00121,0.5379999999999999,0.00027400000000000005,0.7440000000000001,0.49,0.456,0.161,0.972,0.325,125.006,125.006,90.01299999999998,4.0,4.0,4.0,26
VKNG,48613,2014,"VKNG, ",5,Illumination,Mary,Don't Stop,206431,202227.0,191267.0,0.662,0.715,0.441,0.928,0.708,0.392,0.0,4.0,1.0,1.0,0.0,1.0,0.0366,0.0345,0.0494,0.127,0.0041600000000000005,0.0009789999999999998,0.0455,0.0217,0.7090000000000001,0.334,0.197,0.138,0.879,0.62,0.297,100.0,120.028,106.682,4.0,4.0,5.0,5
VNRO21,132489,2021-02-26,"ZKT1 TRIBU, ",7,VENENO,EL VIAJE,Cancion de invierno,158816,204170.0,245475.0,0.6409999999999999,0.529,0.404,0.486,0.687,0.647,9.0,11.0,3.0,0.0,0.0,0.0,0.355,0.273,0.417,0.629,0.324,0.16899999999999998,0.0,0.0,0.0,0.0986,0.195,0.194,0.498,0.495,0.7070000000000001,75.395,131.78799999999998,176.495,4.0,4.0,4.0,14
VOCALOVE 01,52604,2021-08-23,"Lollia, ",10,Meltdown,Love Is War,Love is War - 2017 Piano Version,341671,270007.0,255628.0,0.487,0.447,0.5720000000000001,0.917,0.818,0.329,11.0,11.0,11.0,0.0,0.0,0.0,0.0498,0.053,0.0281,0.0034,0.000699,0.873,6.38e-06,8.05e-06,5.15e-06,0.0898,0.0632,0.0902,0.66,0.517,0.18,159.988,160.007,79.98899999999998,4.0,4.0,4.0,39
VORY,24143,2020-12-09,"Vory, ",15,Zayski (Heaven Now),Try Me If You Want,This Side ft. Landstrip Chip,116420,173582.0,211737.0,0.795,0.7120000000000001,0.622,0.562,0.6829999999999999,0.509,10.0,5.0,4.0,0.0,0.0,0.0,0.108,0.0374,0.0983,0.28300000000000003,0.17,0.382,0.000176,0.0,6.96e-06,0.105,0.135,0.122,0.328,0.611,0.0788,148.015,90.01299999999998,91.9,4.0,4.0,4.0,50
VPS Novelas EP 3,137363,2021-06-04,"Vou pro Sereno, ",4,Fullgás,Sexy Yemanjá,Codinome Beija-Flor,193154,164524.0,249626.0,0.653,0.688,0.628,0.67,0.66,0.682,0.0,9.0,9.0,0.0,0.0,1.0,0.0369,0.0367,0.0341,0.687,0.5670000000000001,0.777,0.0107,0.0209,0.000724,0.0902,0.342,0.33,0.7240000000000001,0.7859999999999999,0.618,156.034,110.001,156.028,4.0,4.0,4.0,24
VPS Novelas EP1,150252,2021-05-07,"Vou pro Sereno, ",4,Encontros e Despedidas,"Na Rua, na Chuva, na Fazenda (Casinha de Sapê)",A Viagem,226462,188831.0,195576.0,0.608,0.581,0.512,0.63,0.706,0.664,9.0,7.0,9.0,0.0,1.0,1.0,0.0305,0.0375,0.0326,0.653,0.77,0.813,0.00296,4.24e-05,0.00248,0.111,0.421,0.339,0.682,0.7829999999999999,0.648,148.001,160.031,169.967,4.0,4.0,4.0,40
VSD001,56314,2018-08-03,"Dayzero, Karnage, ",7,Black Voice,Spatial Structure,Judgement Chain,308571,310285.0,342857.0,0.67,0.716,0.62,0.797,0.7609999999999999,0.833,7.0,10.0,11.0,1.0,0.0,0.0,0.0572,0.0505,0.0719,0.000232,0.067,0.00241,0.8909999999999999,0.738,0.75,0.232,0.0981,0.348,0.0306,0.121,0.0381,104.99,105.018,140.046,3.0,3.0,4.0,19
VSOP,68654,2015-12-05,"Nel, ",5,"Садись, прокачу",Мне хорошо с тобой,Не сон,151157,186676.0,196603.0,0.652,0.8490000000000001,0.621,0.698,0.5760000000000001,0.416,7.0,8.0,4.0,1.0,1.0,1.0,0.382,0.0728,0.149,0.0911,0.0192,0.452,0.0,4.92e-06,0.0,0.133,0.0648,0.253,0.207,0.967,0.6459999999999999,89.96,98.017,130.265,4.0,4.0,4.0,28
VSQ Performs The Mars Volta: SQTESP,107883,2006-08-28,"Vitamin String Quartet, ",13,Son Et Lumiere,Inertiatic Esp,Roulette Dares (The Haunt Of),125400,191746.0,295293.0,0.4270000000000001,0.493,0.276,0.191,0.2,0.245,6.0,11.0,9.0,0.0,0.0,0.0,0.0489,0.116,0.0409,0.585,0.14400000000000002,0.738,0.0311,0.688,0.0782,0.0458,0.0538,0.0475,0.243,0.49,0.322,159.875,170.138,169.47799999999995,4.0,3.0,3.0,8
